Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8384958505630493,0.8427091688794565,0.7617155551606701,0.7855924924674266,535796800
2000-01-04,0.7678024172782898,0.8286642173561036,0.7579706056915169,0.8108739750416878,512377600
2000-01-05,0.7790376543998718,0.828195902932167,0.7715473827814021,0.7771650739937161,778321600
2000-01-06,0.7116209864616394,0.8015101437223386,0.7116209864616394,0.7949561375143657,767972800
2000-01-07,0.745329737663269,0.7565660199084833,0.7153670017601026,0.7228572731851438,460734400
2000-01-10,0.7322210073471069,0.7659289077536736,0.709748540343719,0.764056327185451,505064000
2000-01-11,0.6947672367095947,0.7443936536403168,0.6779133093017801,0.7186441797712864,441548800
2000-01-12,0.6531000733375549,0.7153671457285707,0.6479496387140402,0.7116211341545085,976068800
2000-01-13,0.7247301936149597,0.7397115946331954,0.692894860218972,0.7077587967239485,1032684800
2000-01-14,0.7523519992828369,0.7659289212290572,0.7443935692324917,0.7490749957323325,390376000
2000-01-18,0.7785695195198059,0.7940198700214456,0.7523518945677764,0.7565660129339367,459177600
2000-01-19,0.7982332706451416,0.8146190889326328,0.7743563296549217,0.7912103056067139,597643200
2000-01-20,0.8502004146575928,0.9101258953599362,0.8502004146575928,0.865181759830099,1831132800
2000-01-21,0.8338146209716797,0.8558181829983017,0.8253872322624696,0.8558181829983017,495924800
2000-01-24,0.7958928346633911,0.8445820972916995,0.7874653939602503,0.8122786081396185,440876800
2000-01-25,0.8408365845680237,0.847391491302298,0.7668659807586484,0.7865288007276031,497145600
2000-01-26,0.8253874182701111,0.8553502180559986,0.8221104636340089,0.8239829948528745,367158400
2000-01-27,0.8239827752113342,0.8464552941129416,0.8015103063158883,0.8150872291663448,340144000
2000-01-28,0.7612475752830505,0.8305368153201815,0.7537573020919296,0.810405884142734,423348800
2000-01-31,0.7771653532981873,0.7781016688408428,0.7078761529133593,0.7565663113474245,701680000
2000-02-01,0.7509476542472839,0.7865289920138381,0.7490751233332983,0.779037868234564,318035200
2000-02-02,0.7401794195175171,0.7649926241380232,0.7266024481294054,0.7546935062688737,464195200
2000-02-03,0.7738882899284363,0.7809112555833375,0.7509476122469338,0.7514157699523296,475193600
2000-02-04,0.8090013265609741,0.8239826705514156,0.776228842734172,0.7785695808457531,425320000
2000-02-07,0.8544137477874756,0.8558182209566707,0.7935519436287158,0.8090014985330212,441067200
2000-02-08,0.8605003952980042,0.8698631485895433,0.8333464505110809,0.8539454878731968,408643200
2000-02-09,0.8436456322669983,0.8773543889866506,0.842241259089873,0.8548819178443267,299364800
2000-02-10,0.8502004146575928,0.8530092606081908,0.8239827355656731,0.8455189380650506,302982400
2000-02-11,0.8146191239356995,0.8548818349372846,0.8108739624726858,0.851136673474271,212251200
2000-02-14,0.8675224781036377,0.8679906357803042,0.8136827950960033,0.8188323795208531,367539200
2000-02-15,0.8913994431495667,0.8984224085580496,0.8628411240361749,0.8633092817251441,485744000
2000-02-16,0.854881763458252,0.8848453529404533,0.8399004187725676,0.8820357069826114,378246400
2000-02-17,0.8605003952980042,0.8651817719437738,0.8473915805715834,0.862841083620889,289497600
2000-02-18,0.833346426486969,0.8642454316948088,0.830536730473328,0.8586277398769071,233441600
2000-02-22,0.8525413274765015,0.8759501167766991,0.7991697399278471,0.8249192681407824,422296000
2000-02-23,0.8707994222640991,0.8913993587515773,0.8314729799662355,0.8482103408515361,473099200
2000-02-24,0.8629577159881592,0.8923357353464433,0.8370915792921811,0.8787587626697413,376432000
2000-02-25,0.8267918229103088,0.8764182996265709,0.8249192917339697,0.8600324766885244,249144000
2000-02-28,0.8483278155326843,0.8614366305625827,0.8118102665041023,0.8249190815340006,328328000
2000-02-29,0.8586278557777405,0.8782906799054072,0.843177550989748,0.8506685745192101,368961600
2000-03-01,0.9761378765106201,0.9892466877066033,0.8876540010114883,0.8881221585524459,1077003200
2000-03-02,0.9138718247413635,0.9583479010662155,0.9040400141537148,0.9513257364293614,311259200
2000-03-03,0.9588159918785095,0.9605720081569851,0.898890511200002,0.935407208752658,323366400
2000-03-06,0.9414939880371094,0.9672434602620815,0.9363435535255811,0.9438346763999158,210560000
2000-03-07,0.9204261302947998,0.9546030495724637,0.9073173119586367,0.947111924763082,273011200
2000-03-08,0.9138718247413635,0.9283851117576865,0.8881223542174098,0.9204258317341187,271230400
2000-03-09,0.915744423866272,0.9363434595114573,0.8857816355868229,0.9054444559882795,276718400
2000-03-10,0.9419618844985962,0.9583476986175358,0.9063805108911602,0.9115309439744324,248606400
2000-03-13,0.9087213277816772,0.9475796054280563,0.8951443584859153,0.9148079761384045,303956800
2000-03-14,0.8558182120323181,0.9307259472498772,0.8539455811595856,0.9080193478008574,428579200
2000-03-15,0.8707994222640991,0.9007630117060285,0.8548817623092624,0.8661180458422892,443609600
2000-03-16,0.9105939865112305,0.9138717899814498,0.857690574543254,0.8787586678495046,378100800
2000-03-17,0.9363436698913574,0.9363436698913575,0.8960809046875832,0.8998269666519045,305043200
2000-03-20,0.9213622212409973,0.9457072207937223,0.9166807444352152,0.9251081827817389,204489600
2000-03-21,1.0107834339141846,1.0243603093441114,0.9110632281212971,0.9180853946791486,524328000
2000-03-22,1.0800726413726807,1.0814779148620266,0.9855020660743328,0.99463169318094,567996800
2000-03-23,1.0585366487503052,1.1264213888730854,1.0487048408428292,1.0636861814069898,562564800
2000-03-24,1.0388736724853516,1.0782001282270568,1.0149967243352898,1.0669638408528788,446913600
2000-03-27,1.0454280376434326,1.0842863190703416,1.025296260472092,1.0309148518275228,279182400
2000-03-28,1.0421512126922607,1.0636865662541393,1.0271689665968633,1.028105281968583,202966400
2000-03-29,1.0182747840881348,1.0444924278156527,1.0024737291330172,1.0440243699060887,239836800
2000-03-30,0.9419618844985962,1.0313827759763345,0.9396210967725878,1.0004829778209154,414400000
2000-03-31,1.0173380374908447,1.0281052640284438,0.9438346817730452,0.9546028084215391,404633600
2000-04-03,0.9986105561256409,1.0449599629985151,0.9695840821770622,1.0149963736655394,328563200
2000-04-04,0.9536666870117188,0.9962701444813009,0.874545623095559,0.9934612978562481,660329600
2000-04-05,0.9766073822975159,0.9953338944711726,0.9288535861077429,0.9473459693733634,457665600
2000-04-06,0.937748908996582,1.0075063089351515,0.9232348196483996,0.9784798304483946,259627200
2000-04-07,0.9869060516357422,0.9878422667543352,0.9400892949682333,0.953198106849893,242435200
2000-04-10,0.9363436698913574,0.9943975290926533,0.9344711389708644,0.9864382475541391,212262400
2000-04-11,0.8946765065193176,0.9354073283066873,0.8843765366146974,0.9251082585130436,541822400
2000-04-12,0.818364143371582,0.891399334248605,0.7855925590796101,0.891399334248605,941136000
2000-04-13,0.8525413274765015,0.8988907482931149,0.8127467157069017,0.8352192394457075,529827200
2000-04-14,0.8380278944969177,0.8839082969329511,0.8164916412443862,0.818832379621847,667620800
2000-04-17,0.9279170632362366,0.9283852209353906,0.8169598380621746,0.8202376920486996,409561600
2000-04-18,0.950389564037323,0.950389564037323,0.8942083380150774,0.9251082473562868,390924800
2000-04-19,0.9073171615600586,0.975670088673956,0.8970171916946283,0.9452392369069921,520150400
2000-04-20,0.89046311378479,0.9344710359922137,0.8768861409686446,0.9265125554293918,722120000
2000-04-24,0.9026356935501099,0.9026356935501099,0.8595640876611427,0.8614366183337547,443620800
2000-04-25,0.9611567258834839,0.9644345294066423,0.9143399623750416,0.9148081200088948,391641600
2000-04-26,0.9087213277816772,0.9588157869226847,0.8988903190538052,0.9485158205362133,366912000
2000-04-27,0.9494525790214539,0.9513260102355675,0.8732578752649911,0.8778226386364715,326603200
2000-04-28,0.9293213486671448,0.9550709198028345,0.9087215117364227,0.952262073885169,249580800
2000-05-01,0.9311939477920532,0.9372805971750517,0.9129355998400727,0.9354071665198926,226195200
2000-05-02,0.8829718828201294,0.9457071047430724,0.8801630370862712,0.9232346386629329,236432000
2000-05-03,0.8619046211242676,0.9082532223708927,0.8361551537349591,0.8909310916110235,489798400
2000-05-04,0.8291323184967041,0.8633092278303958,0.828196003177218,0.8623729125109098,399515200
2000-05-05,0.847391664981842,0.8595641655867067,0.829366492869736,0.8300686794340836,284076800
2000-05-08,0.8249190449714661,0.8516047815202005,0.823982729657208,0.8396663112079824,184900800
2000-05-09,0.7898060083389282,0.8333465782836356,0.7855927387080418,0.8263236121273131,327140800
2000-05-10,0.7439253926277161,0.7865288379944552,0.7397112737823824,0.7795058733220095,535091200
2000-05-11,0.7701430916786194,0.7809112184523529,0.7415847729210862,0.7593750149110472,499744000
2000-05-12,0.8061926364898682,0.8277280426853022,0.7847730445790672,0.7940201351231302,306913600
2000-05-15,0.7565662264823914,0.8094695988994819,0.7500113683388492,0.8094695988994819,678932800
2000-05-16,0.7916784286499023,0.8169597415151222,0.7696749193776785,0.7829003478127369,440451200
2000-05-17,0.7593749761581421,0.7766970595809759,0.7518838535363268,0.7762289019217316,398092800
2000-05-18,0.7546935081481934,0.7860606696692738,0.7537571928811125,0.7715474329864285,373777600
2000-05-19,0.7041309475898743,0.7434573953257868,0.6994486704097691,0.7434573953257868,740667200
2000-05-22,0.6736993193626404,0.7022584950429708,0.6442046781974551,0.7022584950429708,755507200
2000-05-23,0.6428002119064331,0.6994487514866907,0.6413957886216611,0.6779133943465734,517585600
2000-05-24,0.6568451523780823,0.6722946552642026,0.6217319775545909,0.6456089184323477,678462400
2000-05-25,0.6536847352981567,0.6940649071293682,0.6442044680349546,0.6629318238510998,406750400
2000-05-26,0.6470133662223816,0.6732309964036219,0.6385868280184921,0.6591858659529066,181148800
